State,Crime_Head,Year,Count
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2004,28
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2004,33
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2004,62
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2004,4
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2004,11
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2004,3
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2004,1170
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2004,168
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2004,23
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2004,309
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2004,0
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2004,0
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2004,5
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2004,4
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2004,22
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2004,32
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2004,79
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2004,1
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2004,3022
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2004,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2004,44
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2004,4
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2004,121
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2004,0
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2004,9
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2004,0
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2004,1
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2004,123
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2004,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2004,4
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2004,5748
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,1102
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,2
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,45
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,11
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,2
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,89
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,102
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,25
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2004,1378
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,18921
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,148
Assam,TOTAL CRIMES AGAINST WOMEN,2004,5700
Bihar,TOTAL CRIMES AGAINST WOMEN,2004,8091
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2004,3763
Goa,TOTAL CRIMES AGAINST WOMEN,2004,132
Gujarat,TOTAL CRIMES AGAINST WOMEN,2004,6211
Haryana,TOTAL CRIMES AGAINST WOMEN,2004,4276
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,823
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2004,2208
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2004,2490
Karnataka,TOTAL CRIMES AGAINST WOMEN,2004,5423
Kerala,TOTAL CRIMES AGAINST WOMEN,2004,6483
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,15203
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2004,12169
Manipur,TOTAL CRIMES AGAINST WOMEN,2004,134
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2004,113
Mizoram,TOTAL CRIMES AGAINST WOMEN,2004,91
Nagaland,TOTAL CRIMES AGAINST WOMEN,2004,30
Odisha,TOTAL CRIMES AGAINST WOMEN,2004,5239
Punjab,TOTAL CRIMES AGAINST WOMEN,2004,1955
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2004,13127
Sikkim,TOTAL CRIMES AGAINST WOMEN,2004,49
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2004,9332
Tripura,TOTAL CRIMES AGAINST WOMEN,2004,670
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2004,15485
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2004,988
West Bengal,TOTAL CRIMES AGAINST WOMEN,2004,11047
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2004,27
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2004,188
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2004,22
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2004,7
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2004,3677
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2004,1
Puducherry,TOTAL CRIMES AGAINST WOMEN,2004,110
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2004,154333
Andhra Pradesh,RAPE,2005,935
Arunachal Pradesh,RAPE,2005,35
Assam,RAPE,2005,1238
Bihar,RAPE,2005,1147
Chhattisgarh,RAPE,2005,990
Goa,RAPE,2005,20
Gujarat,RAPE,2005,324
Haryana,RAPE,2005,461
Himachal Pradesh,RAPE,2005,141
Jammu & Kashmir,RAPE,2005,201
Jharkhand,RAPE,2005,753
Karnataka,RAPE,2005,343
Kerala,RAPE,2005,478
Madhya Pradesh,RAPE,2005,2921
Maharashtra,RAPE,2005,1545
Manipur,RAPE,2005,25
Meghalaya,RAPE,2005,63
Mizoram,RAPE,2005,37
Nagaland,RAPE,2005,17
Odisha,RAPE,2005,799
Punjab,RAPE,2005,398
Rajasthan,RAPE,2005,993
Sikkim,RAPE,2005,18
Tamil Nadu,RAPE,2005,571
Tripura,RAPE,2005,162
Uttar Pradesh,RAPE,2005,1217
Uttarakhand,RAPE,2005,133
West Bengal,RAPE,2005,1686
A&N Islands,RAPE,2005,4
Chandigarh,RAPE,2005,33
D&N Haveli,RAPE,2005,5
Daman & Diu,RAPE,2005,2
Delhi UT,RAPE,2005,658
Lakshadweep,RAPE,2005,0
Puducherry,RAPE,2005,6
All India,RAPE,2005,18359
Andhra Pradesh,KIDNAPPING & ABDUCTION,2005,995
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2005,39
Assam,KIDNAPPING & ABDUCTION,2005,1456
Bihar,KIDNAPPING & ABDUCTION,2005,929
Chhattisgarh,KIDNAPPING & ABDUCTION,2005,184
Goa,KIDNAPPING & ABDUCTION,2005,12
Gujarat,KIDNAPPING & ABDUCTION,2005,916
Haryana,KIDNAPPING & ABDUCTION,2005,344
Himachal Pradesh,KIDNAPPING & ABDUCTION,2005,102
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2005,658
Jharkhand,KIDNAPPING & ABDUCTION,2005,283
Karnataka,KIDNAPPING & ABDUCTION,2005,312
Kerala,KIDNAPPING & ABDUCTION,2005,129
Madhya Pradesh,KIDNAPPING & ABDUCTION,2005,604
Maharashtra,KIDNAPPING & ABDUCTION,2005,851
Manipur,KIDNAPPING & ABDUCTION,2005,69
Meghalaya,KIDNAPPING & ABDUCTION,2005,19
Mizoram,KIDNAPPING & ABDUCTION,2005,0
Nagaland,KIDNAPPING & ABDUCTION,2005,9
Odisha,KIDNAPPING & ABDUCTION,2005,547
Punjab,KIDNAPPING & ABDUCTION,2005,329
Rajasthan,KIDNAPPING & ABDUCTION,2005,1549
Sikkim,KIDNAPPING & ABDUCTION,2005,2
Tamil Nadu,KIDNAPPING & ABDUCTION,2005,783
Tripura,KIDNAPPING & ABDUCTION,2005,43
Uttar Pradesh,KIDNAPPING & ABDUCTION,2005,2256
Uttarakhand,KIDNAPPING & ABDUCTION,2005,125
West Bengal,KIDNAPPING & ABDUCTION,2005,1039
A&N Islands,KIDNAPPING & ABDUCTION,2005,1
Chandigarh,KIDNAPPING & ABDUCTION,2005,45
D&N Haveli,KIDNAPPING & ABDUCTION,2005,9
Daman & Diu,KIDNAPPING & ABDUCTION,2005,2
Delhi UT,KIDNAPPING & ABDUCTION,2005,1106
Lakshadweep,KIDNAPPING & ABDUCTION,2005,0
Puducherry,KIDNAPPING & ABDUCTION,2005,3
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2005,15750
Andhra Pradesh,DOWRY DEATH,2005,443
Arunachal Pradesh,DOWRY DEATH,2005,0
Assam,DOWRY DEATH,2005,99
Bihar,DOWRY DEATH,2005,1014
Chhattisgarh,DOWRY DEATH,2005,100
Goa,DOWRY DEATH,2005,2
Gujarat,DOWRY DEATH,2005,48
Haryana,DOWRY DEATH,2005,212
Himachal Pradesh,DOWRY DEATH,2005,2
Jammu & Kashmir,DOWRY DEATH,2005,5
Jharkhand,DOWRY DEATH,2005,257
Karnataka,DOWRY DEATH,2005,261
Kerala,DOWRY DEATH,2005,21
Madhya Pradesh,DOWRY DEATH,2005,739
Maharashtra,DOWRY DEATH,2005,341
Manipur,DOWRY DEATH,2005,0
Meghalaya,DOWRY DEATH,2005,1
Mizoram,DOWRY DEATH,2005,4
Nagaland,DOWRY DEATH,2005,0
Odisha,DOWRY DEATH,2005,334
Punjab,DOWRY DEATH,2005,99
Rajasthan,DOWRY DEATH,2005,361
Sikkim,DOWRY DEATH,2005,0
Tamil Nadu,DOWRY DEATH,2005,215
Tripura,DOWRY DEATH,2005,34
Uttar Pradesh,DOWRY DEATH,2005,1564
Uttarakhand,DOWRY DEATH,2005,63
West Bengal,DOWRY DEATH,2005,446
A&N Islands,DOWRY DEATH,2005,0
Chandigarh,DOWRY DEATH,2005,3
D&N Haveli,DOWRY DEATH,2005,0
Daman & Diu,DOWRY DEATH,2005,1
Delhi UT,DOWRY DEATH,2005,114
Lakshadweep,DOWRY DEATH,2005,0
Puducherry,DOWRY DEATH,2005,4
ALL INDIA ,DOWRY DEATH,2005,6787
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,3595
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,67
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,899
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,451
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,1450
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,30
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,802
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,380
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,286
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,830
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,293
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,1585
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,2339
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,6426
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,3228
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,25
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,44
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,49
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,7
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,2238
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,308
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,2503
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,38
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,1764
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,161
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,1835
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,100
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,1572
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,11
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,31
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,5
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,1
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,762
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,0
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,60
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2005,34175
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,2508
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,0
Assam,INSULT TO THE MODESTY OF WOMEN,2005,19
Bihar,INSULT TO THE MODESTY OF WOMEN,2005,13
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2005,132
Goa,INSULT TO THE MODESTY OF WOMEN,2005,8
Gujarat,INSULT TO THE MODESTY OF WOMEN,2005,104
Haryana,INSULT TO THE MODESTY OF WOMEN,2005,597
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,29
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2005,371
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2005,36
Karnataka,INSULT TO THE MODESTY OF WOMEN,2005,71
Kerala,INSULT TO THE MODESTY OF WOMEN,2005,175
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,792
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2005,919
Manipur,INSULT TO THE MODESTY OF WOMEN,2005,0
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2005,0
Mizoram,INSULT TO THE MODESTY OF WOMEN,2005,4
Nagaland,INSULT TO THE MODESTY OF WOMEN,2005,0
Odisha,INSULT TO THE MODESTY OF WOMEN,2005,184
Punjab,INSULT TO THE MODESTY OF WOMEN,2005,43
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2005,28
Sikkim,INSULT TO THE MODESTY OF WOMEN,2005,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2005,665
Tripura,INSULT TO THE MODESTY OF WOMEN,2005,1
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2005,2881
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2005,89
West Bengal,INSULT TO THE MODESTY OF WOMEN,2005,54
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2005,1
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2005,9
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2005,0
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2005,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2005,225
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2005,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2005,26
All India,INSULT TO THE MODESTY OF WOMEN,2005,9984
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,8696
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,9
Assam,CRUELTY BY HUSBAND OR RELATIVES,2005,2206
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2005,1574
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2005,732
Goa,CRUELTY BY HUSBAND OR RELATIVES,2005,11
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2005,4090
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2005,2075
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,228
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2005,76
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2005,590
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2005,1883
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2005,3283
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,2989
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2005,6233
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2005,20
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2005,3
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2005,0
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2005,0
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2005,1671
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2005,729
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2005,5997
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2005,4
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2005,1650
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2005,439
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2005,4505
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2005,272
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2005,6936
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2005,5
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2005,75
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2005,5
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2005,3
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2005,1324
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2005,0
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2005,6
All India,CRUELTY BY HUSBAND OR RELATIVES,2005,58319
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,681
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2005,25
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2005,28
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,6
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2005,38
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2005,59
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2005,85
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,4
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2005,3
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2005,13
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2005,1241
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2005,225
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,19
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2005,222
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2005,1
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2005,1
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2005,1
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2005,4
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2005,29
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2005,58
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2005,115
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2005,0
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2005,2777
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2005,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,31
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2005,2
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2005,74
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2005,0
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2005,9
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2005,0
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2005,1
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2005,151
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2005,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2005,5
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2005,5908
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,2657
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,2
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,108
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,8
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,1
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,109
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,30
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,1
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,1
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2005,2917
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,20819
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,150
Assam,TOTAL CRIMES AGAINST WOMEN,2005,6027
Bihar,TOTAL CRIMES AGAINST WOMEN,2005,6019
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2005,3599
Goa,TOTAL CRIMES AGAINST WOMEN,2005,121
Gujarat,TOTAL CRIMES AGAINST WOMEN,2005,6343
Haryana,TOTAL CRIMES AGAINST WOMEN,2005,4161
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2005,793
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2005,2144
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2005,2544
Karnataka,TOTAL CRIMES AGAINST WOMEN,2005,6057
