State,Year,Crime_Head,Count
A & N ISLANDS,2005,DD,0
CHANDIGARH,2005,DD,3
D & N HAVELI,2005,DD,0
DAMAN & DIU,2005,DD,1
LAKSHADWEEP,2005,DD,0
PUDUCHERRY,2005,DD,4
ANDHRA PRADESH,2006,DD,519
ARUNACHAL PRADESH,2006,DD,1
ASSAM,2006,DD,105
BIHAR,2006,DD,1188
CHHATTISGARH,2006,DD,103
GOA,2006,DD,0
GUJARAT,2006,DD,50
HARYANA,2006,DD,255
HIMACHAL PRADESH,2006,DD,3
JAMMU & KASHMIR,2006,DD,10
JHARKHAND,2006,DD,281
KARNATAKA,2006,DD,244
KERALA,2006,DD,25
MADHYA PRADESH,2006,DD,764
MAHARASHTRA,2006,DD,387
MANIPUR,2006,DD,0
MEGHALAYA,2006,DD,6
MIZORAM,2006,DD,0
NAGALAND,2006,DD,0
ODISHA,2006,DD,457
PUNJAB,2006,DD,130
RAJASTHAN,2006,DD,394
SIKKIM,2006,DD,0
TAMIL NADU,2006,DD,187
TRIPURA,2006,DD,35
UTTAR PRADESH,2006,DD,1798
UTTARAKHAND,2006,DD,80
WEST BENGAL,2006,DD,445
A & N ISLANDS,2006,DD,0
CHANDIGARH,2006,DD,10
D & N HAVELI,2006,DD,1
DAMAN & DIU,2006,DD,0
LAKSHADWEEP,2006,DD,0
PUDUCHERRY,2006,DD,3
ANDHRA PRADESH,2007,DD,613
ARUNACHAL PRADESH,2007,DD,0
ASSAM,2007,DD,100
BIHAR,2007,DD,1172
CHHATTISGARH,2007,DD,100
GOA,2007,DD,2
GUJARAT,2007,DD,42
HARYANA,2007,DD,269
HIMACHAL PRADESH,2007,DD,8
JAMMU & KASHMIR,2007,DD,9
JHARKHAND,2007,DD,303
KARNATAKA,2007,DD,251
KERALA,2007,DD,27
MADHYA PRADESH,2007,DD,742
MAHARASHTRA,2007,DD,436
MANIPUR,2007,DD,0
MEGHALAYA,2007,DD,2
MIZORAM,2007,DD,0
NAGALAND,2007,DD,0
ODISHA,2007,DD,461
PUNJAB,2007,DD,133
RAJASTHAN,2007,DD,439
SIKKIM,2007,DD,0
TAMIL NADU,2007,DD,208
TRIPURA,2007,DD,36
UTTAR PRADESH,2007,DD,2076
UTTARAKHAND,2007,DD,70
WEST BENGAL,2007,DD,451
A & N ISLANDS,2007,DD,1
CHANDIGARH,2007,DD,1
D & N HAVELI,2007,DD,0
DAMAN & DIU,2007,DD,1
LAKSHADWEEP,2007,DD,0
PUDUCHERRY,2007,DD,2
ANDHRA PRADESH,2008,DD,556
ARUNACHAL PRADESH,2008,DD,0
ASSAM,2008,DD,103
BIHAR,2008,DD,1210
CHHATTISGARH,2008,DD,106
GOA,2008,DD,2
GUJARAT,2008,DD,27
HARYANA,2008,DD,302
HIMACHAL PRADESH,2008,DD,3
JAMMU & KASHMIR,2008,DD,21
JHARKHAND,2008,DD,266
KARNATAKA,2008,DD,259
KERALA,2008,DD,31
MADHYA PRADESH,2008,DD,805
MAHARASHTRA,2008,DD,390
MANIPUR,2008,DD,1
MEGHALAYA,2008,DD,2
MIZORAM,2008,DD,0
NAGALAND,2008,DD,0
ODISHA,2008,DD,401
PUNJAB,2008,DD,128
RAJASTHAN,2008,DD,439
SIKKIM,2008,DD,0
TAMIL NADU,2008,DD,207
TRIPURA,2008,DD,16
UTTAR PRADESH,2008,DD,2237
UTTARAKHAND,2008,DD,73
WEST BENGAL,2008,DD,451
A & N ISLANDS,2008,DD,2
CHANDIGARH,2008,DD,3
D & N HAVELI,2008,DD,0
DAMAN & DIU,2008,DD,0
LAKSHADWEEP,2008,DD,0
PUDUCHERRY,2008,DD,2
ANDHRA PRADESH,2009,DD,546
ARUNACHAL PRADESH,2009,DD,0
ASSAM,2009,DD,170
BIHAR,2009,DD,1295
CHHATTISGARH,2009,DD,128
GOA,2009,DD,3
GUJARAT,2009,DD,24
HARYANA,2009,DD,281
HIMACHAL PRADESH,2009,DD,1
JAMMU & KASHMIR,2009,DD,12
JHARKHAND,2009,DD,295
KARNATAKA,2009,DD,264
KERALA,2009,DD,20
MADHYA PRADESH,2009,DD,858
MAHARASHTRA,2009,DD,341
MANIPUR,2009,DD,0
MEGHALAYA,2009,DD,0
MIZORAM,2009,DD,0
NAGALAND,2009,DD,0
ODISHA,2009,DD,384
PUNJAB,2009,DD,126
RAJASTHAN,2009,DD,436
SIKKIM,2009,DD,0
TAMIL NADU,2009,DD,194
TRIPURA,2009,DD,29
UTTAR PRADESH,2009,DD,2232
UTTARAKHAND,2009,DD,94
WEST BENGAL,2009,DD,506
A & N ISLANDS,2009,DD,1
CHANDIGARH,2009,DD,2
D & N HAVELI,2009,DD,0
DAMAN & DIU,2009,DD,0
LAKSHADWEEP,2009,DD,0
PUDUCHERRY,2009,DD,0
ANDHRA PRADESH,2010,DD,588
ARUNACHAL PRADESH,2010,DD,0
ASSAM,2010,DD,175
BIHAR,2010,DD,1257
CHHATTISGARH,2010,DD,115
GOA,2010,DD,1
GUJARAT,2010,DD,19
HARYANA,2010,DD,284
HIMACHAL PRADESH,2010,DD,2
JAMMU & KASHMIR,2010,DD,9
JHARKHAND,2010,DD,276
KARNATAKA,2010,DD,248
KERALA,2010,DD,22
MADHYA PRADESH,2010,DD,892
MAHARASHTRA,2010,DD,393
MANIPUR,2010,DD,0
MEGHALAYA,2010,DD,0
MIZORAM,2010,DD,0
NAGALAND,2010,DD,0
ODISHA,2010,DD,388
PUNJAB,2010,DD,121
RAJASTHAN,2010,DD,462
SIKKIM,2010,DD,1
TAMIL NADU,2010,DD,165
TRIPURA,2010,DD,25
UTTAR PRADESH,2010,DD,2217
UTTARAKHAND,2010,DD,75
WEST BENGAL,2010,DD,507
A & N ISLANDS,2010,DD,0
CHANDIGARH,2010,DD,5
D & N HAVELI,2010,DD,0
DAMAN & DIU,2010,DD,0
LAKSHADWEEP,2010,DD,0
PUDUCHERRY,2010,DD,1
Andhra Pradesh,2011,DD,599
Arunachal Pradesh,2011,DD,0
Assam,2011,DD,121
Bihar,2011,DD,1413
Chhattisgarh,2011,DD,104
Goa,2011,DD,1
Gujarat,2011,DD,30
Haryana,2011,DD,255
Himachal Pradesh,2011,DD,4
Jammu & Kashmir,2011,DD,11
Jharkhand,2011,DD,282
Karnataka,2011,DD,267
Kerala,2011,DD,15
Madhya Pradesh,2011,DD,811
Maharashtra,2011,DD,339
Manipur,2011,DD,1
Meghalaya,2011,DD,1
Mizoram,2011,DD,0
Nagaland,2011,DD,0
Odisha,2011,DD,465
Punjab,2011,DD,143
Rajasthan,2011,DD,514
Sikkim,2011,DD,0
Tamil Nadu,2011,DD,152
Telangana,2011,DD,0
Tripura,2011,DD,30
Uttar Pradesh,2011,DD,2322
Uttarakhand,2011,DD,83
West Bengal,2011,DD,510
A & N Islands,2011,DD,0
Chandigarh,2011,DD,2
D&N Haveli,2011,DD,0
Daman & Diu,2011,DD,0
Delhi UT,2011,DD,142
Lakshadweep,2011,DD,0
Puducherry,2011,DD,1
Andhra Pradesh,2012,DD,504
Arunachal Pradesh,2012,DD,1
Assam,2012,DD,140
Bihar,2012,DD,1275
Chhattisgarh,2012,DD,81
Goa,2012,DD,0
Gujarat,2012,DD,21
Haryana,2012,DD,258
Himachal Pradesh,2012,DD,2
Jammu & Kashmir,2012,DD,8
Jharkhand,2012,DD,302
Karnataka,2012,DD,218
Kerala,2012,DD,32
Madhya Pradesh,2012,DD,743
Maharashtra,2012,DD,329
Manipur,2012,DD,0
Meghalaya,2012,DD,1
Mizoram,2012,DD,0
Nagaland,2012,DD,0
Odisha,2012,DD,525
Punjab,2012,DD,118
Rajasthan,2012,DD,478
Sikkim,2012,DD,1
Tamil Nadu,2012,DD,110
Telangana,2012,DD,0
Tripura,2012,DD,37
Uttar Pradesh,2012,DD,2244
Uttarakhand,2012,DD,71
West Bengal,2012,DD,593
A & N Islands,2012,DD,2
Chandigarh,2012,DD,5
D&N Haveli,2012,DD,0
Daman & Diu,2012,DD,0
Delhi UT,2012,DD,134
Lakshadweep,2012,DD,0
Puducherry,2012,DD,0
Andhra Pradesh,2013,DD,492
Arunachal Pradesh,2013,DD,0
Assam,2013,DD,170
Bihar,2013,DD,1182
Chhattisgarh,2013,DD,109
Goa,2013,DD,0
Gujarat,2013,DD,29
Haryana,2013,DD,263
Himachal Pradesh,2013,DD,0
Jammu & Kashmir,2013,DD,7
Jharkhand,2013,DD,307
Karnataka,2013,DD,277
Kerala,2013,DD,21
Madhya Pradesh,2013,DD,776
Maharashtra,2013,DD,320
Manipur,2013,DD,0
Meghalaya,2013,DD,2
Mizoram,2013,DD,0
Nagaland,2013,DD,1
Odisha,2013,DD,395
Punjab,2013,DD,126
Rajasthan,2013,DD,453
Sikkim,2013,DD,0
Tamil Nadu,2013,DD,118
Telangana,2013,DD,0
Tripura,2013,DD,29
Uttar Pradesh,2013,DD,2335
Uttarakhand,2013,DD,43
West Bengal,2013,DD,481
A & N Islands,2013,DD,1
Chandigarh,2013,DD,1
D&N Haveli,2013,DD,0
Daman & Diu,2013,DD,0
Delhi UT,2013,DD,144
Lakshadweep,2013,DD,0
Puducherry,2013,DD,1
Andhra Pradesh,2014,DD,468
Arunachal Pradesh,2014,DD,0
Assam,2014,DD,92
Bihar,2014,DD,2203
Chhattisgarh,2014,DD,8
Goa,2014,DD,0
Gujarat,2014,DD,53
Haryana,2014,DD,13
Himachal Pradesh,2014,DD,2
Jammu & Kashmir,2014,DD,1
Jharkhand,2014,DD,1538
Karnataka,2014,DD,1730
Kerala,2014,DD,3
Madhya Pradesh,2014,DD,113
Maharashtra,2014,DD,39
Manipur,2014,DD,0
Meghalaya,2014,DD,1
Mizoram,2014,DD,0
Nagaland,2014,DD,0
Odisha,2014,DD,646
Punjab,2014,DD,5
Rajasthan,2014,DD,12
Sikkim,2014,DD,0
Tamil Nadu,2014,DD,292
Telangana,2014,DD,563
Tripura,2014,DD,1
Uttar Pradesh,2014,DD,2133
Uttarakhand,2014,DD,104
West Bengal,2014,DD,1
A & N Islands,2014,DD,0
Chandigarh,2014,DD,2
D&N Haveli,2014,DD,0
Daman & Diu,2014,DD,0
Delhi UT,2014,DD,13
Lakshadweep,2014,DD,0
Puducherry,2014,DD,14
Andhra Pradesh,2015,DD,174
Arunachal Pradesh,2015,DD,0
Assam,2015,DD,216
Bihar,2015,DD,1154
Chhattisgarh,2015,DD,89
Goa,2015,DD,0
Gujarat,2015,DD,12
Haryana,2015,DD,243
Himachal Pradesh,2015,DD,2
Jammu & Kashmir,2015,DD,6
Jharkhand,2015,DD,267
Karnataka,2015,DD,254
Kerala,2015,DD,8
Madhya Pradesh,2015,DD,664
Maharashtra,2015,DD,268
Manipur,2015,DD,0
Meghalaya,2015,DD,1
Mizoram,2015,DD,0
Nagaland,2015,DD,0
Odisha,2015,DD,356
Punjab,2015,DD,85
Rajasthan,2015,DD,463
Sikkim,2015,DD,1
Tamil Nadu,2015,DD,65
Telangana,2015,DD,262
Tripura,2015,DD,28
Uttar Pradesh,2015,DD,2335
Uttarakhand,2015,DD,54
West Bengal,2015,DD,498
A & N Islands,2015,DD,0
Chandigarh,2015,DD,5
D&N Haveli,2015,DD,1
Daman & Diu,2015,DD,0
Delhi UT,2015,DD,122
Lakshadweep,2015,DD,0
Puducherry,2015,DD,1
Andhra Pradesh,2016,DD,193
Arunachal Pradesh,2016,DD,1
Assam,2016,DD,157
Bihar,2016,DD,987
Chhattisgarh,2016,DD,84
Goa,2016,DD,2
Gujarat,2016,DD,12
Haryana,2016,DD,260
Himachal Pradesh,2016,DD,3
Jammu & Kashmir,2016,DD,6
Jharkhand,2016,DD,278
Karnataka,2016,DD,234
Kerala,2016,DD,25
Madhya Pradesh,2016,DD,629
Maharashtra,2016,DD,248
Manipur,2016,DD,0
Meghalaya,2016,DD,0
Mizoram,2016,DD,0
Nagaland,2016,DD,1
Odisha,2016,DD,397
Punjab,2016,DD,80
Rajasthan,2016,DD,462
Sikkim,2016,DD,0
Tamil Nadu,2016,DD,58
Telangana,2016,DD,254
Tripura,2016,DD,19
Uttar Pradesh,2016,DD,2473
Uttarakhand,2016,DD,57
West Bengal,2016,DD,535
A & N Islands,2016,DD,0
Chandigarh,2016,DD,4
D&N Haveli,2016,DD,0
Daman & Diu,2016,DD,0
Delhi UT,2016,DD,162
Lakshadweep,2016,DD,0
Puducherry,2016,DD,0
Andhra Pradesh,2017,DD,152
Arunachal Pradesh,2017,DD,0
Assam,2017,DD,171
Bihar,2017,DD,1081
Chhattisgarh,2017,DD,74
Goa,2017,DD,1
Gujarat,2017,DD,9
Haryana,2017,DD,245
Himachal Pradesh,2017,DD,3
Jammu & Kashmir,2017,DD,8
Jharkhand,2017,DD,248
Karnataka,2017,DD,206
Kerala,2017,DD,12
Madhya Pradesh,2017,DD,632
Maharashtra,2017,DD,233
Manipur,2017,DD,0
Meghalaya,2017,DD,1
Mizoram,2017,DD,0
Nagaland,2017,DD,0
Odisha,2017,DD,326
Punjab,2017,DD,68
Rajasthan,2017,DD,457
Sikkim,2017,DD,0
Tamil Nadu,2017,DD,48
Telangana,2017,DD,251
Tripura,2017,DD,33
Uttar Pradesh,2017,DD,2524
Uttarakhand,2017,DD,60
West Bengal,2017,DD,499
A & N Islands,2017,DD,1
Chandigarh,2017,DD,1
D&N Haveli,2017,DD,0
Daman & Diu,2017,DD,0
Delhi UT,2017,DD,120
Lakshadweep,2017,DD,0
Puducherry,2017,DD,2
Andhra Pradesh,2018,DD,140
Arunachal Pradesh,2018,DD,0
Assam,2018,DD,173
Bihar,2018,DD,1107
Chhattisgarh,2018,DD,79
Goa,2018,DD,0
Gujarat,2018,DD,9
Haryana,2018,DD,216
Himachal Pradesh,2018,DD,4
Jammu & Kashmir,2018,DD,8
Jharkhand,2018,DD,252
Karnataka,2018,DD,200
Kerala,2018,DD,17
Madhya Pradesh,2018,DD,547
Maharashtra,2018,DD,200
Manipur,2018,DD,0
Meghalaya,2018,DD,1
Mizoram,2018,DD,0
Nagaland,2018,DD,0
Odisha,2018,DD,372
Punjab,2018,DD,67
Rajasthan,2018,DD,404
Sikkim,2018,DD,1
Tamil Nadu,2018,DD,55
Telangana,2018,DD,186
Tripura,2018,DD,18
Uttar Pradesh,2018,DD,2444
Uttarakhand,2018,DD,63
West Bengal,2018,DD,444
A & N Islands,2018,DD,0
Chandigarh,2018,DD,6
D&N Haveli,2018,DD,0
Daman & Diu,2018,DD,0
Delhi UT,2018,DD,153
Lakshadweep,2018,DD,0
Puducherry,2018,DD,0
Andhra Pradesh,2019,DD,112
Arunachal Pradesh,2019,DD,1
Assam,2019,DD,156
Bihar,2019,DD,1120
Chhattisgarh,2019,DD,76
Goa,2019,DD,1
Gujarat,2019,DD,9
Haryana,2019,DD,248
Himachal Pradesh,2019,DD,4
Jammu & Kashmir,2019,DD,8
Jharkhand,2019,DD,299
Karnataka,2019,DD,194
Kerala,2019,DD,8
Madhya Pradesh,2019,DD,550
Maharashtra,2019,DD,196
Manipur,2019,DD,0
Meghalaya,2019,DD,3
Mizoram,2019,DD,0
Nagaland,2019,DD,0
Odisha,2019,DD,342
Punjab,2019,DD,69
Rajasthan,2019,DD,452
Sikkim,2019,DD,0
Tamil Nadu,2019,DD,28
Telangana,2019,DD,163
Tripura,2019,DD,38
Uttar Pradesh,2019,DD,2410
Uttarakhand,2019,DD,57
West Bengal,2019,DD,444
A & N Islands,2019,DD,0
Chandigarh,2019,DD,6
D&N Haveli,2019,DD,3
Daman & Diu,2019,DD,2
Delhi UT,2019,DD,116
Lakshadweep,2019,DD,0
Puducherry,2019,DD,0
Andhra Pradesh,2020,DD,111
Arunachal Pradesh,2020,DD,0
Assam,2020,DD,148
Bihar,2020,DD,1046
Chhattisgarh,2020,DD,71
Goa,2020,DD,0
Gujarat,2020,DD,6
Haryana,2020,DD,251
Himachal Pradesh,2020,DD,1
Jammu & Kashmir,2020,DD,275
Jharkhand,2020,DD,176
Karnataka,2020,DD,6
Kerala,2020,DD,608
Madhya Pradesh,2020,DD,197
Maharashtra,2020,DD,1
Manipur,2020,DD,1
Meghalaya,2020,DD,0
Mizoram,2020,DD,1
Nagaland,2020,DD,320
Odisha,2020,DD,63
Punjab,2020,DD,479
Rajasthan,2020,DD,0
Sikkim,2020,DD,40
Tamil Nadu,2020,DD,158
Telangana,2020,DD,23
Tripura,2020,DD,2274
Uttar Pradesh,2020,DD,65
Uttarakhand,2020,DD,522
West Bengal,2020,DD,0
A & N Islands,2020,DD,1
Chandigarh,2020,DD,1
D&N Haveli,2020,DD,110
Daman & Diu,2020,DD,9
Delhi UT,2020,DD,0
Lakshadweep,2020,DD,0
Puducherry,2020,DD,2
Andhra Pradesh,2021,DD,108
Arunachal Pradesh,2021,DD,0
Assam,2021,DD,198
Bihar,2021,DD,1000
Chhattisgarh,2021,DD,65
Goa,2021,DD,0
Gujarat,2021,DD,11
Haryana,2021,DD,275
Himachal Pradesh,2021,DD,2
Jammu & Kashmir,2021,DD,281
Jharkhand,2021,DD,158
Karnataka,2021,DD,9
Kerala,2021,DD,522
Madhya Pradesh,2021,DD,172
Maharashtra,2021,DD,2
Manipur,2021,DD,0
Meghalaya,2021,DD,0
Mizoram,2021,DD,0
Nagaland,2021,DD,293
Odisha,2021,DD,69
Punjab,2021,DD,452
Rajasthan,2021,DD,0
Sikkim,2021,DD,27
Tamil Nadu,2021,DD,175
Telangana,2021,DD,22
Tripura,2021,DD,2222
Uttar Pradesh,2021,DD,72
Uttarakhand,2021,DD,454
West Bengal,2021,DD,1
A & N Islands,2021,DD,4
Chandigarh,2021,DD,0
D&N Haveli,2021,DD,141
Daman & Diu,2021,DD,16
Delhi UT,2021,DD,0
Lakshadweep,2021,DD,0
Puducherry,2021,DD,2
ANDHRA PRADESH,2001,AoW,3544
ARUNACHAL PRADESH,2001,AoW,78
ASSAM,2001,AoW,850
BIHAR,2001,AoW,562
CHHATTISGARH,2001,AoW,1763
GOA,2001,AoW,17
GUJARAT,2001,AoW,756
HARYANA,2001,AoW,478
HIMACHAL PRADESH,2001,AoW,310
JAMMU & KASHMIR,2001,AoW,622
JHARKHAND,2001,AoW,297
KARNATAKA,2001,AoW,1665
KERALA,2001,AoW,1942
MADHYA PRADESH,2001,AoW,7063
MAHARASHTRA,2001,AoW,2823
MANIPUR,2001,AoW,21
MEGHALAYA,2001,AoW,25
MIZORAM,2001,AoW,52
NAGALAND,2001,AoW,6
ODISHA,2001,AoW,1655
PUNJAB,2001,AoW,372
RAJASTHAN,2001,AoW,2878
SIKKIM,2001,AoW,0
TAMIL NADU,2001,AoW,1773
TRIPURA,2001,AoW,58
UTTAR PRADESH,2001,AoW,2870
UTTARAKHAND,2001,AoW,103
WEST BENGAL,2001,AoW,954
A & N ISLANDS,2001,AoW,19
CHANDIGARH,2001,AoW,24
D & N HAVELI,2001,AoW,7
DAMAN & DIU,2001,AoW,0
LAKSHADWEEP,2001,AoW,0
PUDUCHERRY,2001,AoW,35
ANDHRA PRADESH,2002,AoW,3799
ARUNACHAL PRADESH,2002,AoW,68
ASSAM,2002,AoW,984
BIHAR,2002,AoW,621
CHHATTISGARH,2002,AoW,1483
GOA,2002,AoW,18
GUJARAT,2002,AoW,750
HARYANA,2002,AoW,454
HIMACHAL PRADESH,2002,AoW,326
JAMMU & KASHMIR,2002,AoW,785
JHARKHAND,2002,AoW,411
KARNATAKA,2002,AoW,1648
KERALA,2002,AoW,2123
MADHYA PRADESH,2002,AoW,7118
MAHARASHTRA,2002,AoW,2686
MANIPUR,2002,AoW,58
MEGHALAYA,2002,AoW,23
MIZORAM,2002,AoW,73
NAGALAND,2002,AoW,1
ODISHA,2002,AoW,1605
PUNJAB,2002,AoW,341
RAJASTHAN,2002,AoW,2730
SIKKIM,2002,AoW,17
TAMIL NADU,2002,AoW,1877
TRIPURA,2002,AoW,128
UTTAR PRADESH,2002,AoW,2145
UTTARAKHAND,2002,AoW,145
WEST BENGAL,2002,AoW,964
A & N ISLANDS,2002,AoW,17
CHANDIGARH,2002,AoW,36
D & N HAVELI,2002,AoW,3
DAMAN & DIU,2002,AoW,0
LAKSHADWEEP,2002,AoW,1
PUDUCHERRY,2002,AoW,59
ANDHRA PRADESH,2003,AoW,4128
ARUNACHAL PRADESH,2003,AoW,43
ASSAM,2003,AoW,878
BIHAR,2003,AoW,688
CHHATTISGARH,2003,AoW,1481
GOA,2003,AoW,19
GUJARAT,2003,AoW,722
HARYANA,2003,AoW,344
HIMACHAL PRADESH,2003,AoW,250
JAMMU & KASHMIR,2003,AoW,875
JHARKHAND,2003,AoW,424
KARNATAKA,2003,AoW,1585
KERALA,2003,AoW,1947
MADHYA PRADESH,2003,AoW,6848
MAHARASHTRA,2003,AoW,2661
MANIPUR,2003,AoW,44
MEGHALAYA,2003,AoW,13
MIZORAM,2003,AoW,88
NAGALAND,2003,AoW,4
ODISHA,2003,AoW,1669
PUNJAB,2003,AoW,346
RAJASTHAN,2003,AoW,2715
SIKKIM,2003,AoW,25
TAMIL NADU,2003,AoW,2022
TRIPURA,2003,AoW,127
UTTAR PRADESH,2003,AoW,1098
UTTARAKHAND,2003,AoW,136
WEST BENGAL,2003,AoW,1186
A & N ISLANDS,2003,AoW,9
CHANDIGARH,2003,AoW,11
D & N HAVELI,2003,AoW,4
DAMAN & DIU,2003,AoW,3
LAKSHADWEEP,2003,AoW,1
PUDUCHERRY,2003,AoW,56
ANDHRA PRADESH,2004,AoW,3817
ARUNACHAL PRADESH,2004,AoW,61
ASSAM,2004,AoW,883
BIHAR,2004,AoW,704
CHHATTISGARH,2004,AoW,1661
GOA,2004,AoW,23
GUJARAT,2004,AoW,757
HARYANA,2004,AoW,403
HIMACHAL PRADESH,2004,AoW,284
JAMMU & KASHMIR,2004,AoW,990
JHARKHAND,2004,AoW,411
KARNATAKA,2004,AoW,1435
KERALA,2004,AoW,2260
MADHYA PRADESH,2004,AoW,6690
MAHARASHTRA,2004,AoW,2831
MANIPUR,2004,AoW,30
MEGHALAYA,2004,AoW,34
MIZORAM,2004,AoW,66
NAGALAND,2004,AoW,3
ODISHA,2004,AoW,1811
PUNJAB,2004,AoW,261
RAJASTHAN,2004,AoW,2825
SIKKIM,2004,AoW,40
TAMIL NADU,2004,AoW,1861
TRIPURA,2004,AoW,134
UTTAR PRADESH,2004,AoW,1900
UTTARAKHAND,2004,AoW,143
WEST BENGAL,2004,AoW,1566
A & N ISLANDS,2004,AoW,6
CHANDIGARH,2004,AoW,20
D & N HAVELI,2004,AoW,5
DAMAN & DIU,2004,AoW,1
LAKSHADWEEP,2004,AoW,0
PUDUCHERRY,2004,AoW,50
ANDHRA PRADESH,2005,AoW,3595
ARUNACHAL PRADESH,2005,AoW,67
ASSAM,2005,AoW,899
BIHAR,2005,AoW,451
CHHATTISGARH,2005,AoW,1450
GOA,2005,AoW,30
GUJARAT,2005,AoW,802
HARYANA,2005,AoW,380
HIMACHAL PRADESH,2005,AoW,286
JAMMU & KASHMIR,2005,AoW,830
JHARKHAND,2005,AoW,293
KARNATAKA,2005,AoW,1585
KERALA,2005,AoW,2339
MADHYA PRADESH,2005,AoW,6426
MAHARASHTRA,2005,AoW,3228
MANIPUR,2005,AoW,25
MEGHALAYA,2005,AoW,44
MIZORAM,2005,AoW,49
NAGALAND,2005,AoW,7
ODISHA,2005,AoW,2238
PUNJAB,2005,AoW,308
RAJASTHAN,2005,AoW,2503
SIKKIM,2005,AoW,38
TAMIL NADU,2005,AoW,1764
TRIPURA,2005,AoW,161
UTTAR PRADESH,2005,AoW,1835
UTTARAKHAND,2005,AoW,100
WEST BENGAL,2005,AoW,1572
A & N ISLANDS,2005,AoW,11
CHANDIGARH,2005,AoW,31
D & N HAVELI,2005,AoW,5
DAMAN & DIU,2005,AoW,1
LAKSHADWEEP,2005,AoW,0
PUDUCHERRY,2005,AoW,60
ANDHRA PRADESH,2006,AoW,4534
ARUNACHAL PRADESH,2006,AoW,63
ASSAM,2006,AoW,1290
BIHAR,2006,AoW,530
CHHATTISGARH,2006,AoW,1598
GOA,2006,AoW,18
GUJARAT,2006,AoW,736
HARYANA,2006,AoW,486
HIMACHAL PRADESH,2006,AoW,275
JAMMU & KASHMIR,2006,AoW,960
JHARKHAND,2006,AoW,414
KARNATAKA,2006,AoW,1683
KERALA,2006,AoW,2543
MADHYA PRADESH,2006,AoW,6243
MAHARASHTRA,2006,AoW,3479
MANIPUR,2006,AoW,42
MEGHALAYA,2006,AoW,57
MIZORAM,2006,AoW,51
NAGALAND,2006,AoW,3
ODISHA,2006,AoW,2415
PUNJAB,2006,AoW,314
RAJASTHAN,2006,AoW,2582
SIKKIM,2006,AoW,14
TAMIL NADU,2006,AoW,1179
TRIPURA,2006,AoW,207
UTTAR PRADESH,2006,AoW,2096
UTTARAKHAND,2006,AoW,153
WEST BENGAL,2006,AoW,1837
A & N ISLANDS,2006,AoW,14
CHANDIGARH,2006,AoW,20
D & N HAVELI,2006,AoW,5
DAMAN & DIU,2006,AoW,2
LAKSHADWEEP,2006,AoW,0
PUDUCHERRY,2006,AoW,56
ANDHRA PRADESH,2007,AoW,4406
ARUNACHAL PRADESH,2007,AoW,72
ASSAM,2007,AoW,789
BIHAR,2007,AoW,853
CHHATTISGARH,2007,AoW,1549
GOA,2007,AoW,20
GUJARAT,2007,AoW,822
HARYANA,2007,AoW,417
HIMACHAL PRADESH,2007,AoW,322
JAMMU & KASHMIR,2007,AoW,986
JHARKHAND,2007,AoW,342
KARNATAKA,2007,AoW,1828
KERALA,2007,AoW,2624
MADHYA PRADESH,2007,AoW,6772
MAHARASHTRA,2007,AoW,3306
MANIPUR,2007,AoW,70
MEGHALAYA,2007,AoW,45
MIZORAM,2007,AoW,66
NAGALAND,2007,AoW,8
ODISHA,2007,AoW,2775
PUNJAB,2007,AoW,427
RAJASTHAN,2007,AoW,2477
SIKKIM,2007,AoW,13
TAMIL NADU,2007,AoW,1540
TRIPURA,2007,AoW,244
UTTAR PRADESH,2007,AoW,2522
UTTARAKHAND,2007,AoW,146
WEST BENGAL,2007,AoW,2281
A & N ISLANDS,2007,AoW,21
CHANDIGARH,2007,AoW,32
D & N HAVELI,2007,AoW,0
DAMAN & DIU,2007,AoW,0
LAKSHADWEEP,2007,AoW,2
PUDUCHERRY,2007,AoW,89
ANDHRA PRADESH,2008,AoW,4730
ARUNACHAL PRADESH,2008,AoW,72
ASSAM,2008,AoW,1272
BIHAR,2008,AoW,999
CHHATTISGARH,2008,AoW,1621
GOA,2008,AoW,32
GUJARAT,2008,AoW,828
HARYANA,2008,AoW,435
HIMACHAL PRADESH,2008,AoW,295
JAMMU & KASHMIR,2008,AoW,935
JHARKHAND,2008,AoW,271
KARNATAKA,2008,AoW,1954
KERALA,2008,AoW,2745
MADHYA PRADESH,2008,AoW,6445
MAHARASHTRA,2008,AoW,3619
MANIPUR,2008,AoW,57
MEGHALAYA,2008,AoW,54
MIZORAM,2008,AoW,78
NAGALAND,2008,AoW,15
ODISHA,2008,AoW,2782
PUNJAB,2008,AoW,388
RAJASTHAN,2008,AoW,2520
SIKKIM,2008,AoW,19
TAMIL NADU,2008,AoW,1705
TRIPURA,2008,AoW,346
UTTAR PRADESH,2008,AoW,2955
UTTARAKHAND,2008,AoW,120
WEST BENGAL,2008,AoW,2396
A & N ISLANDS,2008,AoW,24
CHANDIGARH,2008,AoW,19
D & N HAVELI,2008,AoW,4
DAMAN & DIU,2008,AoW,2
LAKSHADWEEP,2008,AoW,0
PUDUCHERRY,2008,AoW,65
ANDHRA PRADESH,2009,AoW,5147
ARUNACHAL PRADESH,2009,AoW,58
ASSAM,2009,AoW,1342
BIHAR,2009,AoW,726
CHHATTISGARH,2009,AoW,1598
GOA,2009,AoW,37
GUJARAT,2009,AoW,727
HARYANA,2009,AoW,451
