State,Year,Crime_Head,Count
HIMACHAL PRADESH,2009,AoW,318
JAMMU & KASHMIR,2009,AoW,972
JHARKHAND,2009,AoW,276
KARNATAKA,2009,AoW,2186
KERALA,2009,AoW,2540
MADHYA PRADESH,2009,AoW,6307
MAHARASHTRA,2009,AoW,3196
MANIPUR,2009,AoW,39
MEGHALAYA,2009,AoW,72
MIZORAM,2009,AoW,61
NAGALAND,2009,AoW,11
ODISHA,2009,AoW,2697
PUNJAB,2009,AoW,319
RAJASTHAN,2009,AoW,2485
SIKKIM,2009,AoW,10
TAMIL NADU,2009,AoW,1242
TRIPURA,2009,AoW,384
UTTAR PRADESH,2009,AoW,2782
UTTARAKHAND,2009,AoW,119
WEST BENGAL,2009,AoW,1942
A & N ISLANDS,2009,AoW,30
CHANDIGARH,2009,AoW,26
D & N HAVELI,2009,AoW,2
DAMAN & DIU,2009,AoW,4
LAKSHADWEEP,2009,AoW,0
PUDUCHERRY,2009,AoW,53
ANDHRA PRADESH,2010,AoW,4634
ARUNACHAL PRADESH,2010,AoW,84
ASSAM,2010,AoW,1400
BIHAR,2010,AoW,534
CHHATTISGARH,2010,AoW,1706
GOA,2010,AoW,36
GUJARAT,2010,AoW,668
HARYANA,2010,AoW,476
HIMACHAL PRADESH,2010,AoW,350
JAMMU & KASHMIR,2010,AoW,1038
JHARKHAND,2010,AoW,245
KARNATAKA,2010,AoW,2544
KERALA,2010,AoW,2936
MADHYA PRADESH,2010,AoW,6646
MAHARASHTRA,2010,AoW,3661
MANIPUR,2010,AoW,31
MEGHALAYA,2010,AoW,48
MIZORAM,2010,AoW,75
NAGALAND,2010,AoW,13
ODISHA,2010,AoW,2905
PUNJAB,2010,AoW,349
RAJASTHAN,2010,AoW,2339
SIKKIM,2010,AoW,11
TAMIL NADU,2010,AoW,1405
TRIPURA,2010,AoW,376
UTTAR PRADESH,2010,AoW,2793
UTTARAKHAND,2010,AoW,125
WEST BENGAL,2010,AoW,2465
A & N ISLANDS,2010,AoW,31
CHANDIGARH,2010,AoW,29
D & N HAVELI,2010,AoW,11
DAMAN & DIU,2010,AoW,2
LAKSHADWEEP,2010,AoW,0
PUDUCHERRY,2010,AoW,46
Andhra Pradesh,2011,AoW,0
Arunachal Pradesh,2011,AoW,0
Assam,2011,AoW,0
Bihar,2011,AoW,0
Chhattisgarh,2011,AoW,0
Goa,2011,AoW,0
Gujarat,2011,AoW,0
Haryana,2011,AoW,0
Himachal Pradesh,2011,AoW,0
Jammu & Kashmir,2011,AoW,0
Jharkhand,2011,AoW,0
Karnataka,2011,AoW,0
Kerala,2011,AoW,0
Madhya Pradesh,2011,AoW,0
Maharashtra,2011,AoW,0
Manipur,2011,AoW,0
Meghalaya,2011,AoW,0
Mizoram,2011,AoW,0
Nagaland,2011,AoW,0
Odisha,2011,AoW,0
Punjab,2011,AoW,0
Rajasthan,2011,AoW,0
Sikkim,2011,AoW,0
Tamil Nadu,2011,AoW,0
Telangana,2011,AoW,0
Tripura,2011,AoW,0
Uttar Pradesh,2011,AoW,0
Uttarakhand,2011,AoW,0
West Bengal,2011,AoW,0
A & N Islands,2011,AoW,0
Chandigarh,2011,AoW,0
D&N Haveli,2011,AoW,0
Daman & Diu,2011,AoW,0
Delhi UT,2011,AoW,0
Lakshadweep,2011,AoW,0
Puducherry,2011,AoW,0
Andhra Pradesh,2012,AoW,4816
Arunachal Pradesh,2012,AoW,67
Assam,2012,AoW,1840
Bihar,2012,AoW,118
Chhattisgarh,2012,AoW,1601
Goa,2012,AoW,49
Gujarat,2012,AoW,745
Haryana,2012,AoW,525
Himachal Pradesh,2012,AoW,250
Jammu & Kashmir,2012,AoW,1322
Jharkhand,2012,AoW,284
Karnataka,2012,AoW,2978
Kerala,2012,AoW,3735
Madhya Pradesh,2012,AoW,6655
Maharashtra,2012,AoW,3935
Manipur,2012,AoW,49
Meghalaya,2012,AoW,43
Mizoram,2012,AoW,85
Nagaland,2012,AoW,16
Odisha,2012,AoW,4187
Punjab,2012,AoW,340
Rajasthan,2012,AoW,2352
Sikkim,2012,AoW,19
Tamil Nadu,2012,AoW,1494
Telangana,2012,AoW,0
Tripura,2012,AoW,314
Uttar Pradesh,2012,AoW,3247
Uttarakhand,2012,AoW,139
West Bengal,2012,AoW,3345
A & N Islands,2012,AoW,10
Chandigarh,2012,AoW,45
D&N Haveli,2012,AoW,2
Daman & Diu,2012,AoW,0
Delhi UT,2012,AoW,727
Lakshadweep,2012,AoW,1
Puducherry,2012,AoW,9
Andhra Pradesh,2013,AoW,6930
Arunachal Pradesh,2013,AoW,93
Assam,2013,AoW,2409
Bihar,2013,AoW,331
Chhattisgarh,2013,AoW,2261
Goa,2013,AoW,162
Gujarat,2013,AoW,1243
Haryana,2013,AoW,1560
Himachal Pradesh,2013,AoW,493
Jammu & Kashmir,2013,AoW,1389
Jharkhand,2013,AoW,524
Karnataka,2013,AoW,3913
Kerala,2013,AoW,4362
Madhya Pradesh,2013,AoW,8252
Maharashtra,2013,AoW,8132
Manipur,2013,AoW,59
Meghalaya,2013,AoW,98
Mizoram,2013,AoW,81
Nagaland,2013,AoW,18
Odisha,2013,AoW,4618
Punjab,2013,AoW,1045
Rajasthan,2013,AoW,4829
Sikkim,2013,AoW,29
Tamil Nadu,2013,AoW,1271
Telangana,2013,AoW,0
Tripura,2013,AoW,407
Uttar Pradesh,2013,AoW,7303
Uttarakhand,2013,AoW,295
West Bengal,2013,AoW,4913
A & N Islands,2013,AoW,45
Chandigarh,2013,AoW,143
D&N Haveli,2013,AoW,1
Daman & Diu,2013,AoW,2
Delhi UT,2013,AoW,3515
Lakshadweep,2013,AoW,1
Puducherry,2013,AoW,12
Andhra Pradesh,2014,AoW,4547
Arunachal Pradesh,2014,AoW,121
Assam,2014,AoW,3099
Bihar,2014,AoW,572
Chhattisgarh,2014,AoW,2122
Goa,2014,AoW,202
Gujarat,2014,AoW,1352
Haryana,2014,AoW,1688
Himachal Pradesh,2014,AoW,538
Jammu & Kashmir,2014,AoW,1421
Jharkhand,2014,AoW,440
Karnataka,2014,AoW,5263
Kerala,2014,AoW,4367
Madhya Pradesh,2014,AoW,9609
Maharashtra,2014,AoW,10001
Manipur,2014,AoW,98
Meghalaya,2014,AoW,105
Mizoram,2014,AoW,97
Nagaland,2014,AoW,16
Odisha,2014,AoW,5543
Punjab,2014,AoW,1113
Rajasthan,2014,AoW,5999
Sikkim,2014,AoW,34
Tamil Nadu,2014,AoW,1102
Telangana,2014,AoW,3188
Tripura,2014,AoW,492
Uttar Pradesh,2014,AoW,8605
Uttarakhand,2014,AoW,343
West Bengal,2014,AoW,5670
A & N Islands,2014,AoW,41
Chandigarh,2014,AoW,87
D&N Haveli,2014,AoW,2
Daman & Diu,2014,AoW,3
Delhi UT,2014,AoW,4322
Lakshadweep,2014,AoW,1
Puducherry,2014,AoW,32
Andhra Pradesh,2015,AoW,4616
Arunachal Pradesh,2015,AoW,101
Assam,2015,AoW,4293
Bihar,2015,AoW,198
Chhattisgarh,2015,AoW,1868
Goa,2015,AoW,150
Gujarat,2015,AoW,1164
Haryana,2015,AoW,1886
Himachal Pradesh,2015,AoW,434
Jammu & Kashmir,2015,AoW,1343
Jharkhand,2015,AoW,844
Karnataka,2015,AoW,5112
Kerala,2015,AoW,3987
Madhya Pradesh,2015,AoW,8049
Maharashtra,2015,AoW,11713
Manipur,2015,AoW,84
Meghalaya,2015,AoW,95
Mizoram,2015,AoW,75
Nagaland,2015,AoW,8
Odisha,2015,AoW,6499
Punjab,2015,AoW,1123
Rajasthan,2015,AoW,4813
Sikkim,2015,AoW,21
Tamil Nadu,2015,AoW,1163
Telangana,2015,AoW,3608
Tripura,2015,AoW,352
Uttar Pradesh,2015,AoW,7885
Uttarakhand,2015,AoW,318
West Bengal,2015,AoW,5069
A & N Islands,2015,AoW,57
Chandigarh,2015,AoW,76
D&N Haveli,2015,AoW,5
Daman & Diu,2015,AoW,7
Delhi UT,2015,AoW,5367
Lakshadweep,2015,AoW,6
Puducherry,2015,AoW,33
Andhra Pradesh,2016,AoW,4829
Arunachal Pradesh,2016,AoW,109
Assam,2016,AoW,3378
Bihar,2016,AoW,324
Chhattisgarh,2016,AoW,1770
Goa,2016,AoW,143
Gujarat,2016,AoW,1224
Haryana,2016,AoW,1860
Himachal Pradesh,2016,AoW,410
Jammu & Kashmir,2016,AoW,1235
Jharkhand,2016,AoW,667
Karnataka,2016,AoW,5260
Kerala,2016,AoW,4029
Madhya Pradesh,2016,AoW,8717
Maharashtra,2016,AoW,11396
Manipur,2016,AoW,65
Meghalaya,2016,AoW,68
Mizoram,2016,AoW,71
Nagaland,2016,AoW,14
Odisha,2016,AoW,8252
Punjab,2016,AoW,1025
Rajasthan,2016,AoW,4839
Sikkim,2016,AoW,34
Tamil Nadu,2016,AoW,854
Telangana,2016,AoW,3767
Tripura,2016,AoW,214
Uttar Pradesh,2016,AoW,11335
Uttarakhand,2016,AoW,344
West Bengal,2016,AoW,4177
A & N Islands,2016,AoW,46
Chandigarh,2016,AoW,76
D&N Haveli,2016,AoW,1
Daman & Diu,2016,AoW,4
Delhi UT,2016,AoW,4165
Lakshadweep,2016,AoW,1
Puducherry,2016,AoW,43
Andhra Pradesh,2017,AoW,5129
Arunachal Pradesh,2017,AoW,97
Assam,2017,AoW,3569
Bihar,2017,AoW,197
Chhattisgarh,2017,AoW,1899
Goa,2017,AoW,134
Gujarat,2017,AoW,1058
Haryana,2017,AoW,2031
Himachal Pradesh,2017,AoW,397
Jammu & Kashmir,2017,AoW,1417
Jharkhand,2017,AoW,748
Karnataka,2017,AoW,5763
Kerala,2017,AoW,4413
Madhya Pradesh,2017,AoW,9252
Maharashtra,2017,AoW,9392
Manipur,2017,AoW,66
Meghalaya,2017,AoW,88
Mizoram,2017,AoW,64
Nagaland,2017,AoW,12
Odisha,2017,AoW,9132
Punjab,2017,AoW,933
Rajasthan,2017,AoW,4883
Sikkim,2017,AoW,21
Tamil Nadu,2017,AoW,744
Telangana,2017,AoW,4409
Tripura,2017,AoW,225
Uttar Pradesh,2017,AoW,12607
Uttarakhand,2017,AoW,435
West Bengal,2017,AoW,3832
A & N Islands,2017,AoW,38
Chandigarh,2017,AoW,100
D&N Haveli,2017,AoW,3
Daman & Diu,2017,AoW,6
Delhi UT,2017,AoW,2874
Lakshadweep,2017,AoW,0
Puducherry,2017,AoW,33
Andhra Pradesh,2018,AoW,4445
Arunachal Pradesh,2018,AoW,103
Assam,2018,AoW,4180
Bihar,2018,AoW,262
Chhattisgarh,2018,AoW,1854
Goa,2018,AoW,125
Gujarat,2018,AoW,1208
Haryana,2018,AoW,2671
Himachal Pradesh,2018,AoW,513
Jammu & Kashmir,2018,AoW,1597
Jharkhand,2018,AoW,1378
Karnataka,2018,AoW,5204
Kerala,2018,AoW,4544
Madhya Pradesh,2018,AoW,8790
Maharashtra,2018,AoW,10835
Manipur,2018,AoW,56
Meghalaya,2018,AoW,95
Mizoram,2018,AoW,67
Nagaland,2018,AoW,10
Odisha,2018,AoW,9973
Punjab,2018,AoW,956
Rajasthan,2018,AoW,5249
Sikkim,2018,AoW,23
Tamil Nadu,2018,AoW,814
Telangana,2018,AoW,4567
Tripura,2018,AoW,165
Uttar Pradesh,2018,AoW,12555
Uttarakhand,2018,AoW,548
West Bengal,2018,AoW,3399
A & N Islands,2018,AoW,35
Chandigarh,2018,AoW,100
D&N Haveli,2018,AoW,6
Daman & Diu,2018,AoW,5
Delhi UT,2018,AoW,2705
Lakshadweep,2018,AoW,0
Puducherry,2018,AoW,60
Andhra Pradesh,2019,AoW,4444
Arunachal Pradesh,2019,AoW,80
Assam,2019,AoW,4619
Bihar,2019,AoW,312
Chhattisgarh,2019,AoW,1316
Goa,2019,AoW,119
Gujarat,2019,AoW,1048
Haryana,2019,AoW,2581
Himachal Pradesh,2019,AoW,498
Jammu & Kashmir,2019,AoW,1440
Jharkhand,2019,AoW,1646
Karnataka,2019,AoW,4937
Kerala,2019,AoW,4507
Madhya Pradesh,2019,AoW,5585
Maharashtra,2019,AoW,10472
Manipur,2019,AoW,59
Meghalaya,2019,AoW,96
Mizoram,2019,AoW,35
Nagaland,2019,AoW,8
Odisha,2019,AoW,11308
Punjab,2019,AoW,944
Rajasthan,2019,AoW,8802
Sikkim,2019,AoW,21
Tamil Nadu,2019,AoW,803
Telangana,2019,AoW,4190
Tripura,2019,AoW,153
Uttar Pradesh,2019,AoW,11988
Uttarakhand,2019,AoW,475
West Bengal,2019,AoW,3399
A & N Islands,2019,AoW,25
Chandigarh,2019,AoW,66
D&N Haveli,2019,AoW,3
Daman & Diu,2019,AoW,5
Delhi UT,2019,AoW,2355
Lakshadweep,2019,AoW,5
Puducherry,2019,AoW,23
Andhra Pradesh,2020,AoW,4886
Arunachal Pradesh,2020,AoW,73
Assam,2020,AoW,4642
Bihar,2020,AoW,584
Chhattisgarh,2020,AoW,1461
Goa,2020,AoW,67
Gujarat,2020,AoW,846
Haryana,2020,AoW,2339
Himachal Pradesh,2020,AoW,538
Jammu & Kashmir,2020,AoW,1358
Jharkhand,2020,AoW,4751
Karnataka,2020,AoW,3890
Kerala,2020,AoW,5378
Madhya Pradesh,2020,AoW,9965
Maharashtra,2020,AoW,61
Manipur,2020,AoW,86
Meghalaya,2020,AoW,26
Mizoram,2020,AoW,7
Nagaland,2020,AoW,12605
Odisha,2020,AoW,731
Punjab,2020,AoW,8661
Rajasthan,2020,AoW,18
Sikkim,2020,AoW,892
Tamil Nadu,2020,AoW,4907
Telangana,2020,AoW,115
Tripura,2020,AoW,9864
Uttar Pradesh,2020,AoW,474
Uttarakhand,2020,AoW,2488
West Bengal,2020,AoW,15
A & N Islands,2020,AoW,42
Chandigarh,2020,AoW,6
D&N Haveli,2020,AoW,1840
Daman & Diu,2020,AoW,1744
Delhi UT,2020,AoW,4
Lakshadweep,2020,AoW,3
Puducherry,2020,AoW,25
Andhra Pradesh,2021,AoW,5108
Arunachal Pradesh,2021,AoW,74
Assam,2021,AoW,4499
Bihar,2021,AoW,387
Chhattisgarh,2021,AoW,1248
Goa,2021,AoW,74
Gujarat,2021,AoW,660
Haryana,2021,AoW,2882
Himachal Pradesh,2021,AoW,487
Jammu & Kashmir,2021,AoW,1335
Jharkhand,2021,AoW,5105
Karnataka,2021,AoW,4059
Kerala,2021,AoW,5760
Madhya Pradesh,2021,AoW,10568
Maharashtra,2021,AoW,92
Manipur,2021,AoW,92
Meghalaya,2021,AoW,31
Mizoram,2021,AoW,11
Nagaland,2021,AoW,14853
Odisha,2021,AoW,678
Punjab,2021,AoW,9079
Rajasthan,2021,AoW,17
Sikkim,2021,AoW,1077
Tamil Nadu,2021,AoW,4365
Telangana,2021,AoW,94
Tripura,2021,AoW,9393
Uttar Pradesh,2021,AoW,655
Uttarakhand,2021,AoW,2485
West Bengal,2021,AoW,32
A & N Islands,2021,AoW,37
Chandigarh,2021,AoW,7
D&N Haveli,2021,AoW,2068
Daman & Diu,2021,AoW,1851
Delhi UT,2021,AoW,5
Lakshadweep,2021,AoW,1
Puducherry,2021,AoW,31
ANDHRA PRADESH,2001,AoM,2271
ARUNACHAL PRADESH,2001,AoM,3
ASSAM,2001,AoM,4
BIHAR,2001,AoM,21
CHHATTISGARH,2001,AoM,161
GOA,2001,AoM,7
GUJARAT,2001,AoM,111
HARYANA,2001,AoM,401
HIMACHAL PRADESH,2001,AoM,14
JAMMU & KASHMIR,2001,AoM,288
JHARKHAND,2001,AoM,5
KARNATAKA,2001,AoM,81
KERALA,2001,AoM,81
MADHYA PRADESH,2001,AoM,751
MAHARASHTRA,2001,AoM,1120
MANIPUR,2001,AoM,0
MEGHALAYA,2001,AoM,0
MIZORAM,2001,AoM,0
NAGALAND,2001,AoM,0
ODISHA,2001,AoM,458
PUNJAB,2001,AoM,47
RAJASTHAN,2001,AoM,56
SIKKIM,2001,AoM,14
TAMIL NADU,2001,AoM,1012
TRIPURA,2001,AoM,0
UTTAR PRADESH,2001,AoM,2575
UTTARAKHAND,2001,AoM,84
WEST BENGAL,2001,AoM,48
A & N ISLANDS,2001,AoM,1
CHANDIGARH,2001,AoM,15
D & N HAVELI,2001,AoM,0
DAMAN & DIU,2001,AoM,0
LAKSHADWEEP,2001,AoM,0
PUDUCHERRY,2001,AoM,27
ANDHRA PRADESH,2002,AoM,2024
ARUNACHAL PRADESH,2002,AoM,2
ASSAM,2002,AoM,7
BIHAR,2002,AoM,6
CHHATTISGARH,2002,AoM,147
GOA,2002,AoM,6
GUJARAT,2002,AoM,104
HARYANA,2002,AoM,1424
HIMACHAL PRADESH,2002,AoM,12
JAMMU & KASHMIR,2002,AoM,368
JHARKHAND,2002,AoM,3
KARNATAKA,2002,AoM,100
KERALA,2002,AoM,102
MADHYA PRADESH,2002,AoM,783
MAHARASHTRA,2002,AoM,769
MANIPUR,2002,AoM,0
MEGHALAYA,2002,AoM,0
MIZORAM,2002,AoM,0
NAGALAND,2002,AoM,0
ODISHA,2002,AoM,188
PUNJAB,2002,AoM,145
RAJASTHAN,2002,AoM,44
SIKKIM,2002,AoM,0
TAMIL NADU,2002,AoM,1718
TRIPURA,2002,AoM,0
UTTAR PRADESH,2002,AoM,1887
UTTARAKHAND,2002,AoM,97
WEST BENGAL,2002,AoM,34
A & N ISLANDS,2002,AoM,3
CHANDIGARH,2002,AoM,28
D & N HAVELI,2002,AoM,0
DAMAN & DIU,2002,AoM,0
LAKSHADWEEP,2002,AoM,0
PUDUCHERRY,2002,AoM,26
ANDHRA PRADESH,2003,AoM,2286
ARUNACHAL PRADESH,2003,AoM,0
ASSAM,2003,AoM,6
BIHAR,2003,AoM,11
CHHATTISGARH,2003,AoM,105
GOA,2003,AoM,7
GUJARAT,2003,AoM,92
HARYANA,2003,AoM,1302
HIMACHAL PRADESH,2003,AoM,18
JAMMU & KASHMIR,2003,AoM,376
JHARKHAND,2003,AoM,2
KARNATAKA,2003,AoM,84
KERALA,2003,AoM,68
MADHYA PRADESH,2003,AoM,705
MAHARASHTRA,2003,AoM,682
MANIPUR,2003,AoM,0
MEGHALAYA,2003,AoM,1
MIZORAM,2003,AoM,0
NAGALAND,2003,AoM,2
ODISHA,2003,AoM,188
PUNJAB,2003,AoM,199
RAJASTHAN,2003,AoM,33
SIKKIM,2003,AoM,0
TAMIL NADU,2003,AoM,881
TRIPURA,2003,AoM,0
UTTAR PRADESH,2003,AoM,4970
UTTARAKHAND,2003,AoM,98
WEST BENGAL,2003,AoM,71
A & N ISLANDS,2003,AoM,2
CHANDIGARH,2003,AoM,4
D & N HAVELI,2003,AoM,0
DAMAN & DIU,2003,AoM,0
LAKSHADWEEP,2003,AoM,0
PUDUCHERRY,2003,AoM,27
ANDHRA PRADESH,2004,AoM,2310
ARUNACHAL PRADESH,2004,AoM,0
ASSAM,2004,AoM,11
BIHAR,2004,AoM,13
CHHATTISGARH,2004,AoM,131
GOA,2004,AoM,15
GUJARAT,2004,AoM,164
HARYANA,2004,AoM,850
HIMACHAL PRADESH,2004,AoM,16
JAMMU & KASHMIR,2004,AoM,264
JHARKHAND,2004,AoM,3
KARNATAKA,2004,AoM,57
KERALA,2004,AoM,133
MADHYA PRADESH,2004,AoM,804
MAHARASHTRA,2004,AoM,862
MANIPUR,2004,AoM,0
MEGHALAYA,2004,AoM,0
MIZORAM,2004,AoM,0
NAGALAND,2004,AoM,1
ODISHA,2004,AoM,170
PUNJAB,2004,AoM,38
RAJASTHAN,2004,AoM,41
SIKKIM,2004,AoM,0
TAMIL NADU,2004,AoM,1081
TRIPURA,2004,AoM,0
UTTAR PRADESH,2004,AoM,2682
UTTARAKHAND,2004,AoM,110
WEST BENGAL,2004,AoM,64
A & N ISLANDS,2004,AoM,3
CHANDIGARH,2004,AoM,18
D & N HAVELI,2004,AoM,0
DAMAN & DIU,2004,AoM,0
LAKSHADWEEP,2004,AoM,0
PUDUCHERRY,2004,AoM,30
ANDHRA PRADESH,2005,AoM,2508
ARUNACHAL PRADESH,2005,AoM,0
ASSAM,2005,AoM,19
BIHAR,2005,AoM,13
CHHATTISGARH,2005,AoM,132
GOA,2005,AoM,8
GUJARAT,2005,AoM,104
HARYANA,2005,AoM,597
HIMACHAL PRADESH,2005,AoM,29
JAMMU & KASHMIR,2005,AoM,371
JHARKHAND,2005,AoM,36
KARNATAKA,2005,AoM,71
KERALA,2005,AoM,175
MADHYA PRADESH,2005,AoM,792
MAHARASHTRA,2005,AoM,919
MANIPUR,2005,AoM,0
MEGHALAYA,2005,AoM,0
MIZORAM,2005,AoM,4
NAGALAND,2005,AoM,0
ODISHA,2005,AoM,184
PUNJAB,2005,AoM,43
RAJASTHAN,2005,AoM,28
SIKKIM,2005,AoM,0
TAMIL NADU,2005,AoM,665
TRIPURA,2005,AoM,1
UTTAR PRADESH,2005,AoM,2881
UTTARAKHAND,2005,AoM,89
WEST BENGAL,2005,AoM,54
A & N ISLANDS,2005,AoM,1
CHANDIGARH,2005,AoM,9
D & N HAVELI,2005,AoM,0
DAMAN & DIU,2005,AoM,0
LAKSHADWEEP,2005,AoM,0
PUDUCHERRY,2005,AoM,26
ANDHRA PRADESH,2006,AoM,2411
ARUNACHAL PRADESH,2006,AoM,2
ASSAM,2006,AoM,10
BIHAR,2006,AoM,53
CHHATTISGARH,2006,AoM,143
GOA,2006,AoM,7
GUJARAT,2006,AoM,138
HARYANA,2006,AoM,491
HIMACHAL PRADESH,2006,AoM,31
JAMMU & KASHMIR,2006,AoM,347
JHARKHAND,2006,AoM,44
KARNATAKA,2006,AoM,38
KERALA,2006,AoM,222
MADHYA PRADESH,2006,AoM,762
MAHARASHTRA,2006,AoM,984
MANIPUR,2006,AoM,0
MEGHALAYA,2006,AoM,0
MIZORAM,2006,AoM,0
NAGALAND,2006,AoM,2
ODISHA,2006,AoM,247
PUNJAB,2006,AoM,60
RAJASTHAN,2006,AoM,31
SIKKIM,2006,AoM,0
TAMIL NADU,2006,AoM,852
TRIPURA,2006,AoM,0
UTTAR PRADESH,2006,AoM,2714
UTTARAKHAND,2006,AoM,113
WEST BENGAL,2006,AoM,63
A & N ISLANDS,2006,AoM,4
CHANDIGARH,2006,AoM,13
D & N HAVELI,2006,AoM,1
DAMAN & DIU,2006,AoM,0
LAKSHADWEEP,2006,AoM,0
PUDUCHERRY,2006,AoM,39
ANDHRA PRADESH,2007,AoM,3316
ARUNACHAL PRADESH,2007,AoM,1
ASSAM,2007,AoM,10
BIHAR,2007,AoM,12
CHHATTISGARH,2007,AoM,111
GOA,2007,AoM,7
GUJARAT,2007,AoM,120
HARYANA,2007,AoM,409
HIMACHAL PRADESH,2007,AoM,33
JAMMU & KASHMIR,2007,AoM,353
JHARKHAND,2007,AoM,15
KARNATAKA,2007,AoM,28
KERALA,2007,AoM,262
MADHYA PRADESH,2007,AoM,780
MAHARASHTRA,2007,AoM,1039
MANIPUR,2007,AoM,0
MEGHALAYA,2007,AoM,1
MIZORAM,2007,AoM,0
NAGALAND,2007,AoM,1
ODISHA,2007,AoM,241
PUNJAB,2007,AoM,48
RAJASTHAN,2007,AoM,28
SIKKIM,2007,AoM,0
TAMIL NADU,2007,AoM,875
TRIPURA,2007,AoM,4
UTTAR PRADESH,2007,AoM,2882
UTTARAKHAND,2007,AoM,63
WEST BENGAL,2007,AoM,99
A & N ISLANDS,2007,AoM,2
CHANDIGARH,2007,AoM,11
D & N HAVELI,2007,AoM,0
DAMAN & DIU,2007,AoM,0
LAKSHADWEEP,2007,AoM,0
PUDUCHERRY,2007,AoM,32
ANDHRA PRADESH,2008,AoM,3551
ARUNACHAL PRADESH,2008,AoM,1
ASSAM,2008,AoM,2
BIHAR,2008,AoM,21
CHHATTISGARH,2008,AoM,125
GOA,2008,AoM,12
GUJARAT,2008,AoM,122
HARYANA,2008,AoM,605
HIMACHAL PRADESH,2008,AoM,41
JAMMU & KASHMIR,2008,AoM,296
JHARKHAND,2008,AoM,23
KARNATAKA,2008,AoM,44
KERALA,2008,AoM,258
MADHYA PRADESH,2008,AoM,758
MAHARASHTRA,2008,AoM,1091
MANIPUR,2008,AoM,0
MEGHALAYA,2008,AoM,4
MIZORAM,2008,AoM,0
NAGALAND,2008,AoM,1
ODISHA,2008,AoM,282
PUNJAB,2008,AoM,49
RAJASTHAN,2008,AoM,19
SIKKIM,2008,AoM,0
TAMIL NADU,2008,AoM,974
TRIPURA,2008,AoM,4
UTTAR PRADESH,2008,AoM,3374
UTTARAKHAND,2008,AoM,306
WEST BENGAL,2008,AoM,94
A & N ISLANDS,2008,AoM,3
CHANDIGARH,2008,AoM,2
D & N HAVELI,2008,AoM,0
DAMAN & DIU,2008,AoM,1
LAKSHADWEEP,2008,AoM,0
PUDUCHERRY,2008,AoM,21
ANDHRA PRADESH,2009,AoM,3520
ARUNACHAL PRADESH,2009,AoM,6
ASSAM,2009,AoM,10
BIHAR,2009,AoM,12
CHHATTISGARH,2009,AoM,152
GOA,2009,AoM,10
GUJARAT,2009,AoM,114
HARYANA,2009,AoM,605
HIMACHAL PRADESH,2009,AoM,37
JAMMU & KASHMIR,2009,AoM,371
JHARKHAND,2009,AoM,83
KARNATAKA,2009,AoM,64
KERALA,2009,AoM,395
MADHYA PRADESH,2009,AoM,728
MAHARASHTRA,2009,AoM,1099
MANIPUR,2009,AoM,2
MEGHALAYA,2009,AoM,1
MIZORAM,2009,AoM,1
NAGALAND,2009,AoM,0
ODISHA,2009,AoM,210
PUNJAB,2009,AoM,33
RAJASTHAN,2009,AoM,24
SIKKIM,2009,AoM,0
TAMIL NADU,2009,AoM,501
TRIPURA,2009,AoM,5
UTTAR PRADESH,2009,AoM,2524
UTTARAKHAND,2009,AoM,249
WEST BENGAL,2009,AoM,108
A & N ISLANDS,2009,AoM,7
CHANDIGARH,2009,AoM,2
D & N HAVELI,2009,AoM,1
DAMAN & DIU,2009,AoM,1
LAKSHADWEEP,2009,AoM,0
PUDUCHERRY,2009,AoM,16
ANDHRA PRADESH,2010,AoM,4562
ARUNACHAL PRADESH,2010,AoM,1
ASSAM,2010,AoM,20
BIHAR,2010,AoM,16
CHHATTISGARH,2010,AoM,182
GOA,2010,AoM,16
GUJARAT,2010,AoM,110
HARYANA,2010,AoM,580
HIMACHAL PRADESH,2010,AoM,78
JAMMU & KASHMIR,2010,AoM,262
JHARKHAND,2010,AoM,16
KARNATAKA,2010,AoM,83
KERALA,2010,AoM,537
MADHYA PRADESH,2010,AoM,918
MAHARASHTRA,2010,AoM,1180
MANIPUR,2010,AoM,0
MEGHALAYA,2010,AoM,0
MIZORAM,2010,AoM,0
NAGALAND,2010,AoM,3
ODISHA,2010,AoM,232
PUNJAB,2010,AoM,38
RAJASTHAN,2010,AoM,23
SIKKIM,2010,AoM,0
TAMIL NADU,2010,AoM,638
TRIPURA,2010,AoM,9
UTTAR PRADESH,2010,AoM,11
UTTARAKHAND,2010,AoM,165
WEST BENGAL,2010,AoM,163
A & N ISLANDS,2010,AoM,10
CHANDIGARH,2010,AoM,4
D & N HAVELI,2010,AoM,2
DAMAN & DIU,2010,AoM,0
LAKSHADWEEP,2010,AoM,0
PUDUCHERRY,2010,AoM,22
Andhra Pradesh,2011,AoM,3658
Arunachal Pradesh,2011,AoM,0
Assam,2011,AoM,8
Bihar,2011,AoM,11
Chhattisgarh,2011,AoM,174
Goa,2011,AoM,12
Gujarat,2011,AoM,93
Haryana,2011,AoM,490
Himachal Pradesh,2011,AoM,62
Jammu & Kashmir,2011,AoM,350
Jharkhand,2011,AoM,7
Karnataka,2011,AoM,81
Kerala,2011,AoM,573
Madhya Pradesh,2011,AoM,762
Maharashtra,2011,AoM,1071
Manipur,2011,AoM,0
Meghalaya,2011,AoM,1
Mizoram,2011,AoM,1
Nagaland,2011,AoM,0
Odisha,2011,AoM,235
Punjab,2011,AoM,31
